날짜,종가,오픈,고가,저가,거래량,변동 %
2021-04-14,2913.53 ,"2,920.20","2,928.43","2,912.45",-,-0.16%
2021-04-13,2918.19 ,"2,907.86","2,922.84","2,905.74",-,0.38%
2021-04-12,2907.25 ,"2,910.81","2,910.94","2,900.38",-,-0.10%
2021-04-09,2910.10 ,"2,897.11","2,910.53","2,893.18",-,0.50%
2021-04-08,2895.61 ,"2,878.66","2,896.91","2,877.77",-,0.50%
2021-04-07,2881.15 ,"2,877.69","2,884.42","2,874.18",-,0.17%
2021-04-06,2876.23 ,"2,874.37","2,882.76","2,869.18",-,0.11%
2021-04-05,2872.97 ,"2,843.18","2,875.43","2,842.35",-,1.09%
2021-04-02,2841.89 ,"2,842.74","2,844.17","2,841.89",-,0.06%
2021-04-01,2840.19 ,"2,809.98","2,841.34","2,809.16",-,1.01%
2021-03-31,2811.70 ,"2,805.16","2,821.86","2,801.01",-,0.24%
2021-03-30,2805.10 ,"2,811.92","2,812.30","2,795.88",-,-0.23%
2021-03-29,2811.53 ,"2,814.57","2,817.38","2,798.11",-,-0.12%
2021-03-26,2814.86 ,"2,775.40","2,816.12","2,775.23",-,1.43%
2021-03-25,2775.05 ,"2,765.86","2,779.84","2,744.82",-,0.28%
2021-03-24,2767.26 ,"2,785.91","2,794.26","2,766.20",-,-0.74%
2021-03-23,2788.01 ,"2,809.44","2,811.62","2,782.13",-,-0.77%
2021-03-22,2809.65 ,"2,794.78","2,817.03","2,789.10",-,0.48%
2021-03-19,2796.14 ,"2,801.09","2,804.17","2,777.94",-,-0.22%
2021-03-18,2802.27 ,"2,833.39","2,836.26","2,799.09",-,-0.87%
2021-03-17,2826.79 ,"2,823.04","2,837.30","2,805.91",-,0.11%
2021-03-16,2823.69 ,"2,822.60","2,834.43","2,818.79",-,0.07%
2021-03-15,2821.85 ,"2,807.66","2,823.49","2,797.29",-,0.52%
2021-03-12,2807.21 ,"2,807.58","2,809.57","2,789.30",-,0.04%
2021-03-11,2806.07 ,"2,777.39","2,816.78","2,775.53",-,1.11%
2021-03-10,2775.34 ,"2,763.36","2,786.48","2,758.51",-,0.49%
2021-03-09,2761.82 ,"2,723.24","2,776.29","2,721.18",-,1.44%
2021-03-08,2722.64 ,"2,729.74","2,754.21","2,721.63",-,-0.22%
2021-03-05,2728.56 ,"2,701.52","2,734.05","2,670.21",-,0.82%
2021-03-04,2706.48 ,"2,740.34","2,744.20","2,678.72",-,-1.28%
2021-03-03,2741.68 ,"2,769.89","2,776.16","2,740.34",-,-0.96%
2021-03-02,2768.25 ,"2,784.75","2,788.29","2,768.25",-,-0.56%
2021-03-01,2783.70 ,"2,727.78","2,788.89","2,727.55",-,2.08%
2021-02-26,2726.91 ,"2,756.09","2,756.09","2,712.91",-,-1.21%
2021-02-25,2760.26 ,"2,807.16","2,813.96","2,748.67",-,-1.50%
2021-02-24,2802.40 ,"2,788.36","2,806.61","2,766.89",-,0.47%
2021-02-23,2789.21 ,"2,788.98","2,795.20","2,743.05",-,0.04%
2021-02-22,2788.11 ,"2,806.86","2,811.00","2,788.11",-,-0.65%
2021-02-19,2806.47 ,"2,803.00","2,818.76","2,800.34",-,0.13%
2021-02-18,2802.92 ,"2,816.86","2,817.87","2,787.06",-,-0.46%
2021-02-17,2815.98 ,"2,826.57","2,826.57","2,800.41",-,-0.43%
2021-02-16,2828.15 ,"2,830.53","2,838.40","2,821.92",-,-0.05%
2021-02-15,2829.67 ,"2,820.78","2,830.70","2,820.66",-,0.38%
2021-02-12,2818.85 ,"2,806.83","2,819.94","2,799.75",-,0.42%
2021-02-11,2807.16 ,"2,800.18","2,811.80","2,793.70",-,0.23%
2021-02-10,2800.68 ,"2,799.73","2,814.78","2,785.18",-,0.08%
2021-02-09,2798.55 ,"2,795.96","2,802.96","2,791.89",-,0.10%
2021-02-08,2795.89 ,"2,774.62","2,796.07","2,774.58",-,0.81%
2021-02-05,2773.45 ,"2,759.34","2,777.22","2,759.23",-,0.57%
2021-02-04,2757.66 ,"2,738.71","2,757.66","2,734.43",-,0.72%
2021-02-03,2737.93 ,"2,734.86","2,746.71","2,730.56",-,0.22%
2021-02-02,2731.95 ,"2,697.46","2,739.33","2,697.46",-,1.26%
2021-02-01,2697.88 ,"2,659.13","2,702.49","2,659.13",-,1.36%
2021-01-29,2661.69 ,"2,711.00","2,711.59","2,649.92",-,-1.80%
2021-01-28,2710.60 ,"2,691.29","2,731.76","2,677.39",-,0.60%
2021-01-27,2694.42 ,"2,755.14","2,755.83","2,685.39",-,-2.17%
2021-01-26,2754.12 ,"2,757.42","2,768.23","2,752.62",-,-0.10%
2021-01-25,2756.87 ,"2,755.36","2,762.58","2,726.18",-,0.04%
2021-01-22,2755.66 ,"2,766.27","2,766.44","2,749.02",-,-0.36%
2021-01-21,2765.57 ,"2,763.62","2,770.88","2,760.68",-,0.15%
2021-01-20,2761.48 ,"2,732.70","2,765.16","2,731.82",-,1.06%
2021-01-19,2732.48 ,"2,713.57","2,736.01","2,713.52",-,0.70%
2021-01-18,2713.49 ,"2,711.70","2,713.92","2,709.93",-,-0.05%
2021-01-15,2714.81 ,"2,739.16","2,739.88","2,702.02",-,-0.85%
2021-01-14,2738.09 ,"2,739.99","2,751.99","2,738.09",-,-0.06%
2021-01-13,2739.87 ,"2,737.73","2,746.01","2,731.39",-,0.20%
2021-01-12,2734.40 ,"2,730.70","2,740.53","2,722.16",-,0.16%
2021-01-11,2730.05 ,"2,751.15","2,751.15","2,722.14",-,-0.84%
